Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
pMEDICI+,MCA_0,70,317,175.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,369,121.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,328,173.0,2,RANDOM,
PICT,MCA_0,80,252,74.0,2,,
ACTS,MCA_0,80,232,4.0,2,,
pMEDICI+,MCA_0,80,334,146.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,300,182.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,376,116.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,357,152.0,2,RANDOM,
PICT,MCA_0,90,261,75.0,2,,
ACTS,MCA_0,90,231,4.0,2,,
pMEDICI+,MCA_0,90,341,142.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,308,181.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,371,121.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,347,144.0,2,RANDOM,
PICT,MCA_0,100,253,77.0,2,,
ACTS,MCA_0,100,230,3.0,2,,
pMEDICI,MCA_0,100,329,202.0,2,AS_DECLARED,
pMEDICI,MCA_0,100,314,248.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,380,183.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,338,217.0,2,RANDOM,
KALI,MCA_0,0,452,3925.0,2,,
PICT,MCA_0,0,452,87.0,2,,
ACTS,MCA_0,0,682,4.0,2,,
pMEDICI+,MCA_0,0,452,214.0,2,AS_DECLARED,
pMEDICI+,MCA_0,0,452,223.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,0,452,219.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,452,193.0,2,RANDOM,
PICT,MCA_0,10,437,88.0,2,,
ACTS,MCA_0,10,637,3.0,2,,
pMEDICI+,MCA_0,10,447,203.0,2,AS_DECLARED,
pMEDICI+,MCA_0,10,438,199.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,10,454,218.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,10,449,188.0,2,RANDOM,
PICT,MCA_0,20,395,82.0,2,,
ACTS,MCA_0,20,556,4.0,2,,
pMEDICI+,MCA_0,20,413,189.0,2,AS_DECLARED,
pMEDICI+,MCA_0,20,397,186.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,20,438,193.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,20,407,180.0,2,RANDOM,
PICT,MCA_0,30,341,78.0,2,,
ACTS,MCA_0,30,459,4.0,2,,
pMEDICI+,MCA_0,30,383,175.0,2,AS_DECLARED,
pMEDICI+,MCA_0,30,370,180.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,30,423,168.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,30,401,170.0,2,RANDOM,
PICT,MCA_0,40,298,75.0,2,,
ACTS,MCA_0,40,368,4.0,2,,
pMEDICI+,MCA_0,40,362,158.0,2,AS_DECLARED,
pMEDICI+,MCA_0,40,332,176.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,40,403,206.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,40,342,151.0,2,RANDOM,
PICT,MCA_0,50,268,75.0,2,,
ACTS,MCA_0,50,299,4.0,2,,
pMEDICI+,MCA_0,50,324,153.0,2,AS_DECLARED,
pMEDICI+,MCA_0,50,320,171.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,50,385,155.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,50,352,154.0,2,RANDOM,
PICT,MCA_0,60,261,75.0,2,,
ACTS,MCA_0,60,258,4.0,2,,
pMEDICI+,MCA_0,60,332,134.0,2,AS_DECLARED,
pMEDICI+,MCA_0,60,313,158.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,60,386,118.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,60,366,147.0,2,RANDOM,
PICT,MCA_0,70,257,85.0,2,,
ACTS,MCA_0,70,239,3.0,2,,
pMEDICI+,MCA_0,70,328,148.0,2,AS_DECLARED,
pMEDICI+,MCA_0,70,314,177.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,387,134.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,361,143.0,2,RANDOM,
PICT,MCA_0,80,253,75.0,2,,
ACTS,MCA_0,80,232,4.0,2,,
pMEDICI+,MCA_0,80,327,147.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,302,165.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,382,131.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,348,174.0,2,RANDOM,
PICT,MCA_0,90,259,76.0,2,,
ACTS,MCA_0,90,231,3.0,2,,
pMEDICI+,MCA_0,90,316,153.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,309,163.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,387,123.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,339,164.0,2,RANDOM,
PICT,MCA_0,100,253,73.0,2,,
ACTS,MCA_0,100,230,3.0,2,,
pMEDICI,MCA_0,100,336,190.0,2,AS_DECLARED,
pMEDICI,MCA_0,100,309,229.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,379,169.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,325,223.0,2,RANDOM,
KALI,MCA_0,0,460,3425.0,2,,
PICT,MCA_0,0,460,89.0,2,,
ACTS,MCA_0,0,690,4.0,2,,
pMEDICI+,MCA_0,0,460,201.0,2,AS_DECLARED,
pMEDICI+,MCA_0,0,460,198.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,0,460,205.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,460,219.0,2,RANDOM,
PICT,MCA_0,10,451,89.0,2,,
ACTS,MCA_0,10,644,4.0,2,,
pMEDICI+,MCA_0,10,455,189.0,2,AS_DECLARED,
pMEDICI+,MCA_0,10,447,200.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,10,462,190.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,10,455,186.0,2,RANDOM,
PICT,MCA_0,20,413,87.0,2,,
ACTS,MCA_0,20,562,3.0,2,,
pMEDICI+,MCA_0,20,434,205.0,2,AS_DECLARED,
pMEDICI+,MCA_0,20,418,208.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,20,458,199.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,20,442,197.0,2,RANDOM,
PICT,MCA_0,30,356,81.0,2,,
ACTS,MCA_0,30,463,3.0,2,,
pMEDICI+,MCA_0,30,398,184.0,2,AS_DECLARED,
pMEDICI+,MCA_0,30,380,173.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,30,432,200.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,30,413,191.0,2,RANDOM,
PICT,MCA_0,40,305,73.0,2,,
ACTS,MCA_0,40,370,3.0,2,,
pMEDICI+,MCA_0,40,357,156.0,2,AS_DECLARED,
pMEDICI+,MCA_0,40,345,176.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,40,420,159.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,40,394,160.0,2,RANDOM,
PICT,MCA_0,50,273,81.0,2,,
ACTS,MCA_0,50,300,4.0,2,,
pMEDICI+,MCA_0,50,342,154.0,2,AS_DECLARED,
pMEDICI+,MCA_0,50,318,171.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,50,390,160.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,50,381,160.0,2,RANDOM,
PICT,MCA_0,60,262,76.0,2,,
ACTS,MCA_0,60,258,4.0,2,,
pMEDICI+,MCA_0,60,321,144.0,2,AS_DECLARED,
pMEDICI+,MCA_0,60,302,170.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,60,384,140.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,60,344,150.0,2,RANDOM,
PICT,MCA_0,70,258,77.0,2,,
ACTS,MCA_0,70,239,4.0,2,,
pMEDICI+,MCA_0,70,330,134.0,2,AS_DECLARED,
pMEDICI+,MCA_0,70,312,175.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,380,121.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,353,133.0,2,RANDOM,
PICT,MCA_0,80,259,75.0,2,,
ACTS,MCA_0,80,232,3.0,2,,
pMEDICI+,MCA_0,80,326,131.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,309,177.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,373,113.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,345,128.0,2,RANDOM,
PICT,MCA_0,90,260,76.0,2,,
ACTS,MCA_0,90,231,4.0,2,,
pMEDICI+,MCA_0,90,330,148.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,320,188.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,380,123.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,347,149.0,2,RANDOM,
PICT,MCA_0,100,253,72.0,2,,
ACTS,MCA_0,100,230,3.0,2,,
pMEDICI,MCA_0,100,334,183.0,2,AS_DECLARED,
pMEDICI,MCA_0,100,314,230.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,381,193.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,335,199.0,2,RANDOM,
KALI,MCA_0,0,466,3387.0,2,,
PICT,MCA_0,0,466,90.0,2,,
ACTS,MCA_0,0,696,4.0,2,,
pMEDICI+,MCA_0,0,466,203.0,2,AS_DECLARED,
pMEDICI+,MCA_0,0,466,248.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,0,466,233.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,466,213.0,2,RANDOM,
PICT,MCA_0,10,453,92.0,2,,
ACTS,MCA_0,10,650,4.0,2,,
pMEDICI+,MCA_0,10,457,226.0,2,AS_DECLARED,
pMEDICI+,MCA_0,10,452,204.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,10,467,217.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,10,460,214.0,2,RANDOM,
PICT,MCA_0,20,408,85.0,2,,
ACTS,MCA_0,20,566,4.0,2,,
pMEDICI+,MCA_0,20,434,200.0,2,AS_DECLARED,
pMEDICI+,MCA_0,20,415,209.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,20,457,197.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,20,429,204.0,2,RANDOM,
PICT,MCA_0,30,357,81.0,2,,
ACTS,MCA_0,30,466,3.0,2,,
pMEDICI+,MCA_0,30,401,168.0,2,AS_DECLARED,
pMEDICI+,MCA_0,30,382,173.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,30,441,180.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,30,413,180.0,2,RANDOM,
PICT,MCA_0,40,311,77.0,2,,
ACTS,MCA_0,40,372,4.0,2,,
pMEDICI+,MCA_0,40,363,176.0,2,AS_DECLARED,
pMEDICI+,MCA_0,40,345,175.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,40,409,159.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,40,380,168.0,2,RANDOM,
PICT,MCA_0,50,274,74.0,2,,
ACTS,MCA_0,50,301,4.0,2,,
pMEDICI+,MCA_0,50,340,146.0,2,AS_DECLARED,
pMEDICI+,MCA_0,50,318,148.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,50,390,142.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,50,337,154.0,2,RANDOM,
PICT,MCA_0,60,258,74.0,2,,
ACTS,MCA_0,60,259,4.0,2,,
pMEDICI+,MCA_0,60,338,148.0,2,AS_DECLARED,
pMEDICI+,MCA_0,60,307,177.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,60,376,125.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,60,353,158.0,2,RANDOM,
PICT,MCA_0,70,259,78.0,2,,
ACTS,MCA_0,70,239,4.0,2,,
pMEDICI+,MCA_0,70,336,149.0,2,AS_DECLARED,
pMEDICI+,MCA_0,70,305,181.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,377,139.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,343,137.0,2,RANDOM,
PICT,MCA_0,80,253,76.0,2,,
ACTS,MCA_0,80,232,4.0,2,,
pMEDICI+,MCA_0,80,330,132.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,308,156.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,376,118.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,342,149.0,2,RANDOM,
PICT,MCA_0,90,252,73.0,2,,
ACTS,MCA_0,90,231,5.0,2,,
pMEDICI+,MCA_0,90,325,147.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,307,157.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,371,122.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,350,156.0,2,RANDOM,
PICT,MCA_0,100,253,72.0,2,,
ACTS,MCA_0,100,230,3.0,2,,
pMEDICI,MCA_0,100,329,191.0,2,AS_DECLARED,
pMEDICI,MCA_0,100,316,234.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,388,206.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,355,214.0,2,RANDOM,
KALI,MCA_0,0,490,3438.0,2,,
PICT,MCA_0,0,490,100.0,2,,
ACTS,MCA_0,0,720,3.0,2,,
pMEDICI+,MCA_0,0,490,216.0,2,AS_DECLARED,
pMEDICI+,MCA_0,0,490,208.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,0,490,218.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,490,205.0,2,RANDOM,
PICT,MCA_0,10,474,91.0,2,,
ACTS,MCA_0,10,671,3.0,2,,
pMEDICI+,MCA_0,10,483,228.0,2,AS_DECLARED,
pMEDICI+,MCA_0,10,473,206.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,10,493,227.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,10,486,212.0,2,RANDOM,
PICT,MCA_0,20,426,87.0,2,,
ACTS,MCA_0,20,583,3.0,2,,
pMEDICI+,MCA_0,20,452,195.0,2,AS_DECLARED,
pMEDICI+,MCA_0,20,438,205.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,20,481,191.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,20,448,199.0,2,RANDOM,
PICT,MCA_0,30,367,84.0,2,,
ACTS,MCA_0,30,478,3.0,2,,
pMEDICI+,MCA_0,30,408,194.0,2,AS_DECLARED,
pMEDICI+,MCA_0,30,398,190.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,30,447,228.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,30,428,207.0,2,RANDOM,
PICT,MCA_0,40,311,77.0,2,,
ACTS,MCA_0,40,379,5.0,2,,
pMEDICI+,MCA_0,40,366,173.0,2,AS_DECLARED,
pMEDICI+,MCA_0,40,350,190.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,40,416,168.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,40,390,170.0,2,RANDOM,
PICT,MCA_0,50,281,75.0,2,,
ACTS,MCA_0,50,305,4.0,2,,
pMEDICI+,MCA_0,50,338,146.0,2,AS_DECLARED,
pMEDICI+,MCA_0,50,319,168.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,50,388,141.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,50,366,157.0,2,RANDOM,
PICT,MCA_0,60,256,77.0,2,,
ACTS,MCA_0,60,260,3.0,2,,
pMEDICI+,MCA_0,60,328,154.0,2,AS_DECLARED,
pMEDICI+,MCA_0,60,309,167.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,60,373,136.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,60,359,136.0,2,RANDOM,
PICT,MCA_0,70,254,79.0,2,,
ACTS,MCA_0,70,239,3.0,2,,
pMEDICI+,MCA_0,70,330,140.0,2,AS_DECLARED,
pMEDICI+,MCA_0,70,308,177.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,385,124.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,329,163.0,2,RANDOM,
PICT,MCA_0,80,255,76.0,2,,
ACTS,MCA_0,80,232,4.0,2,,
pMEDICI+,MCA_0,80,323,149.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,314,169.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,384,134.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,353,144.0,2,RANDOM,
PICT,MCA_0,90,255,76.0,2,,
ACTS,MCA_0,90,231,3.0,2,,
pMEDICI+,MCA_0,90,325,155.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,301,165.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,380,116.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,353,152.0,2,RANDOM,
PICT,MCA_0,100,253,71.0,2,,
ACTS,MCA_0,100,230,3.0,2,,
pMEDICI,MCA_0,100,330,209.0,2,AS_DECLARED,
pMEDICI,MCA_0,100,319,235.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,389,186.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,327,196.0,2,RANDOM,
KALI,MCA_1,0,130,102.0,2,,
PICT,MCA_1,0,130,37.0,2,,
ACTS,MCA_1,0,258,0.0,2,,
pMEDICI+,MCA_1,0,130,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,0,130,4.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,130,4.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,130,4.0,2,RANDOM,
PICT,MCA_1,10,130,34.0,2,,
ACTS,MCA_1,10,245,0.0,2,,
pMEDICI+,MCA_1,10,130,8.0,2,AS_DECLARED,
pMEDICI+,MCA_1,10,130,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,10,130,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,10,130,3.0,2,RANDOM,
PICT,MCA_1,20,130,35.0,2,,
ACTS,MCA_1,20,224,1.0,2,,
pMEDICI+,MCA_1,20,130,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,20,130,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,20,130,6.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,20,130,5.0,2,RANDOM,
PICT,MCA_1,30,130,37.0,2,,
ACTS,MCA_1,30,196,1.0,2,,
pMEDICI+,MCA_1,30,130,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,30,130,4.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,30,131,6.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,30,130,4.0,2,RANDOM,
PICT,MCA_1,40,130,35.0,2,,
ACTS,MCA_1,40,170,0.0,2,,
pMEDICI+,MCA_1,40,131,5.0,2,AS_DECLARED,
pMEDICI+,MCA_1,40,130,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,40,130,4.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,40,130,5.0,2,RANDOM,
PICT,MCA_1,50,130,37.0,2,,
ACTS,MCA_1,50,150,0.0,2,,
pMEDICI+,MCA_1,50,130,8.0,2,AS_DECLARED,
pMEDICI+,MCA_1,50,130,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,50,131,7.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,50,131,7.0,2,RANDOM,
PICT,MCA_1,60,130,32.0,2,,
ACTS,MCA_1,60,138,0.0,2,,
pMEDICI+,MCA_1,60,131,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,60,130,7.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,60,130,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,60,130,6.0,2,RANDOM,
PICT,MCA_1,70,130,32.0,2,,
ACTS,MCA_1,70,133,1.0,2,,
pMEDICI+,MCA_1,70,131,6.0,2,AS_DECLARED,
pMEDICI+,MCA_1,70,130,19.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,70,133,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,70,130,6.0,2,RANDOM,
PICT,MCA_1,80,130,32.0,2,,
ACTS,MCA_1,80,131,0.0,2,,
pMEDICI+,MCA_1,80,131,5.0,2,AS_DECLARED,
pMEDICI+,MCA_1,80,130,7.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,80,133,4.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,80,132,4.0,2,RANDOM,
PICT,MCA_1,90,130,30.0,2,,
ACTS,MCA_1,90,131,0.0,2,,
pMEDICI+,MCA_1,90,135,6.0,2,AS_DECLARED,
pMEDICI+,MCA_1,90,130,6.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,90,137,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,90,134,5.0,2,RANDOM,
PICT,MCA_1,100,130,31.0,2,,
ACTS,MCA_1,100,130,0.0,2,,
pMEDICI,MCA_1,100,134,15.0,2,AS_DECLARED,
pMEDICI,MCA_1,100,130,18.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,131,16.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,131,17.0,2,RANDOM,
KALI,MCA_1,0,130,92.0,2,,
PICT,MCA_1,0,130,35.0,2,,
ACTS,MCA_1,0,258,1.0,2,,
pMEDICI+,MCA_1,0,130,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,0,130,4.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,130,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,130,4.0,2,RANDOM,
PICT,MCA_1,10,130,39.0,2,,
ACTS,MCA_1,10,245,0.0,2,,
pMEDICI+,MCA_1,10,130,5.0,2,AS_DECLARED,
pMEDICI+,MCA_1,10,130,7.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,10,130,8.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,10,130,8.0,2,RANDOM,
PICT,MCA_1,20,130,34.0,2,,
ACTS,MCA_1,20,223,1.0,2,,
pMEDICI+,MCA_1,20,131,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,20,130,6.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,20,130,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,20,130,4.0,2,RANDOM,
PICT,MCA_1,30,130,35.0,2,,
ACTS,MCA_1,30,196,0.0,2,,
pMEDICI+,MCA_1,30,130,5.0,2,AS_DECLARED,
pMEDICI+,MCA_1,30,130,22.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,30,130,9.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,30,130,5.0,2,RANDOM,
PICT,MCA_1,40,130,33.0,2,,
ACTS,MCA_1,40,170,0.0,2,,
pMEDICI+,MCA_1,40,130,4.0,2,AS_DECLARED,
pMEDICI+,MCA_1,40,130,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,40,132,4.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,40,131,5.0,2,RANDOM,
