Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
ACTS,MCAC_3,0,121,2.0,2,,
PICT w SEEDS,MCAC_3,0,121,36.0,3,,
PICT,MCAC_3,100,121,27.0,3,,
ACTS w SEEDS,MCAC_3,0,849,6.0,3,,
ACTS,MCAC_3,100,849,5.0,3,,
pMEDICI+,MCAC_3,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_3,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_3,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_3,100,0,-1.0,3,RANDOM,
ACTS,MCAC_3,0,121,3.0,2,,
PICT w SEEDS,MCAC_3,0,121,29.0,3,,
PICT,MCAC_3,100,121,22.0,3,,
ACTS w SEEDS,MCAC_3,0,849,5.0,3,,
ACTS,MCAC_3,100,849,9.0,3,,
pMEDICI+,MCAC_3,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_3,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_3,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_3,100,0,-1.0,3,RANDOM,
ACTS,MCAC_3,0,121,2.0,2,,
PICT w SEEDS,MCAC_3,0,121,25.0,3,,
PICT,MCAC_3,100,121,22.0,3,,
ACTS w SEEDS,MCAC_3,0,849,6.0,3,,
ACTS,MCAC_3,100,849,5.0,3,,
pMEDICI+,MCAC_3,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_3,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_3,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_3,100,0,-1.0,3,RANDOM,
ACTS,MCAC_3,0,121,2.0,2,,
PICT w SEEDS,MCAC_3,0,121,35.0,3,,
PICT,MCAC_3,100,121,22.0,3,,
ACTS w SEEDS,MCAC_3,0,849,6.0,3,,
ACTS,MCAC_3,100,849,5.0,3,,
pMEDICI+,MCAC_3,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_3,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_3,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_3,100,0,-1.0,3,RANDOM,
ACTS,MCAC_3,0,121,2.0,2,,
PICT w SEEDS,MCAC_3,0,121,69.0,3,,
PICT,MCAC_3,100,121,27.0,3,,
ACTS w SEEDS,MCAC_3,0,849,6.0,3,,
ACTS,MCAC_3,100,849,5.0,3,,
pMEDICI+,MCAC_3,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_3,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_3,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_3,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_3,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_3,100,0,-1.0,3,RANDOM,
ACTS,MCAC_4,0,213,14870.0,2,,
PICT w SEEDS,MCAC_4,0,0,-1.0,3,,
PICT,MCAC_4,100,0,113.0,3,,
ACTS w SEEDS,MCAC_4,0,0,-1.0,3,,
ACTS,MCAC_4,100,0,-1.0,3,,
pMEDICI+,MCAC_4,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_4,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_4,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_4,100,0,-1.0,3,RANDOM,
ACTS,MCAC_4,0,213,2.0,2,,
PICT w SEEDS,MCAC_4,0,0,-1.0,3,,
PICT,MCAC_4,100,0,114.0,3,,
ACTS w SEEDS,MCAC_4,0,0,-1.0,3,,
ACTS,MCAC_4,100,0,-1.0,3,,
pMEDICI+,MCAC_4,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_4,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_4,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_4,100,0,-1.0,3,RANDOM,
ACTS,MCAC_4,0,213,1.0,2,,
PICT w SEEDS,MCAC_4,0,0,-1.0,3,,
PICT,MCAC_4,100,0,110.0,3,,
ACTS w SEEDS,MCAC_4,0,0,-1.0,3,,
ACTS,MCAC_4,100,0,-1.0,3,,
pMEDICI+,MCAC_4,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_4,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_4,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_4,100,0,-1.0,3,RANDOM,
ACTS,MCAC_4,0,213,1.0,2,,
PICT w SEEDS,MCAC_4,0,0,-1.0,3,,
PICT,MCAC_4,100,0,121.0,3,,
ACTS w SEEDS,MCAC_4,0,0,-1.0,3,,
ACTS,MCAC_4,100,0,-1.0,3,,
pMEDICI+,MCAC_4,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_4,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_4,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_4,100,0,-1.0,3,RANDOM,
ACTS,MCAC_4,0,213,1.0,2,,
PICT w SEEDS,MCAC_4,0,0,-1.0,3,,
PICT,MCAC_4,100,0,112.0,3,,
ACTS w SEEDS,MCAC_4,0,0,-1.0,3,,
ACTS,MCAC_4,100,0,-1.0,3,,
pMEDICI+,MCAC_4,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_4,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_4,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_4,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_4,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_4,100,0,-1.0,3,RANDOM,
ACTS,MCAC_5,0,160,2980.0,2,,
PICT w SEEDS,MCAC_5,0,160,230.0,3,,
PICT,MCAC_5,100,235,37384.0,3,,
ACTS w SEEDS,MCAC_5,0,789,74352.0,3,,
ACTS,MCAC_5,100,789,74640.0,3,,
pMEDICI+,MCAC_5,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_5,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_5,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_5,100,0,-1.0,3,RANDOM,
ACTS,MCAC_5,0,173,3.0,2,,
PICT w SEEDS,MCAC_5,0,236,33236.0,3,,
PICT,MCAC_5,100,235,37741.0,3,,
ACTS w SEEDS,MCAC_5,0,789,75171.0,3,,
ACTS,MCAC_5,100,789,75034.0,3,,
pMEDICI+,MCAC_5,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_5,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_5,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_5,100,0,-1.0,3,RANDOM,
ACTS,MCAC_5,0,173,3.0,2,,
PICT w SEEDS,MCAC_5,0,236,29888.0,3,,
PICT,MCAC_5,100,235,32330.0,3,,
ACTS w SEEDS,MCAC_5,0,789,75819.0,3,,
ACTS,MCAC_5,100,789,76697.0,3,,
pMEDICI+,MCAC_5,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_5,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_5,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_5,100,0,-1.0,3,RANDOM,
ACTS,MCAC_5,0,173,3.0,2,,
PICT w SEEDS,MCAC_5,0,236,38853.0,3,,
PICT,MCAC_5,100,235,32293.0,3,,
ACTS w SEEDS,MCAC_5,0,789,76681.0,3,,
ACTS,MCAC_5,100,789,74553.0,3,,
pMEDICI+,MCAC_5,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_5,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_5,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_5,100,0,-1.0,3,RANDOM,
ACTS,MCAC_5,0,173,4.0,2,,
PICT w SEEDS,MCAC_5,0,236,29814.0,3,,
PICT,MCAC_5,100,235,32098.0,3,,
ACTS w SEEDS,MCAC_5,0,789,74267.0,3,,
ACTS,MCAC_5,100,789,74914.0,3,,
pMEDICI+,MCAC_5,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_5,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_5,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_5,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_5,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_5,100,0,-1.0,3,RANDOM,
ACTS,MCAC_6,0,174,28619.0,2,,
PICT w SEEDS,MCAC_6,0,0,-1.0,3,,
PICT,MCAC_6,100,0,100.0,3,,
ACTS w SEEDS,MCAC_6,0,0,-1.0,3,,
ACTS,MCAC_6,100,0,-1.0,3,,
pMEDICI+,MCAC_6,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_6,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_6,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_6,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_6,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_6,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_6,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_6,100,0,-1.0,3,RANDOM,
ACTS,MCAC_6,0,168,24.0,2,,
PICT w SEEDS,MCAC_6,0,0,-1.0,3,,
PICT,MCAC_6,100,0,91.0,3,,
ACTS w SEEDS,MCAC_6,0,0,-1.0,3,,
ACTS,MCAC_6,100,0,-1.0,3,,
pMEDICI+,MCAC_6,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_6,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_6,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
