Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
pMEDICI+,BOOLC_7,0,27,14.0,3,RANDOM,
pMEDICI,BOOLC_7,100,31,43.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,0,14,30.0,2,,
PICT w SEEDS,UNIFORM_BOOLEAN_7,0,14,10.0,3,,
PICT,UNIFORM_BOOLEAN_7,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_BOOLEAN_7,0,32,20.0,3,,
ACTS,UNIFORM_BOOLEAN_7,100,32,19.0,3,,
pMEDICI+,UNIFORM_BOOLEAN_7,0,38,96.0,3,AS_DECLARED,
pMEDICI,UNIFORM_BOOLEAN_7,100,50,177.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_7,0,38,82.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_BOOLEAN_7,100,52,166.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,37,100.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_BOOLEAN_7,100,45,150.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,36,89.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,100,50,169.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,0,22,27.0,2,,
PICT w SEEDS,UNIFORM_BOOLEAN_7,0,22,13.0,3,,
PICT,UNIFORM_BOOLEAN_7,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_BOOLEAN_7,0,32,19.0,3,,
ACTS,UNIFORM_BOOLEAN_7,100,32,26.0,3,,
pMEDICI+,UNIFORM_BOOLEAN_7,0,42,120.0,3,AS_DECLARED,
pMEDICI,UNIFORM_BOOLEAN_7,100,49,154.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,142.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_BOOLEAN_7,100,47,137.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,45,150.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_BOOLEAN_7,100,53,160.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,161.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,100,50,165.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,0,23,25.0,2,,
PICT w SEEDS,UNIFORM_BOOLEAN_7,0,23,14.0,3,,
PICT,UNIFORM_BOOLEAN_7,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_BOOLEAN_7,0,32,20.0,3,,
ACTS,UNIFORM_BOOLEAN_7,100,32,15.0,3,,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,141.0,3,AS_DECLARED,
pMEDICI,UNIFORM_BOOLEAN_7,100,44,148.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_7,0,45,133.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_BOOLEAN_7,100,48,134.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,127.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_BOOLEAN_7,100,47,149.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,161.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,100,47,137.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,0,36,28.0,2,,
PICT w SEEDS,UNIFORM_BOOLEAN_7,0,21,14.0,3,,
PICT,UNIFORM_BOOLEAN_7,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_BOOLEAN_7,0,32,12.0,3,,
ACTS,UNIFORM_BOOLEAN_7,100,32,20.0,3,,
pMEDICI+,UNIFORM_BOOLEAN_7,0,46,118.0,3,AS_DECLARED,
pMEDICI,UNIFORM_BOOLEAN_7,100,46,167.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_7,0,45,177.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_BOOLEAN_7,100,49,142.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,47,130.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_BOOLEAN_7,100,61,225.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,46,118.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,100,47,141.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,0,23,25.0,2,,
PICT w SEEDS,UNIFORM_BOOLEAN_7,0,20,12.0,3,,
PICT,UNIFORM_BOOLEAN_7,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_BOOLEAN_7,0,32,13.0,3,,
ACTS,UNIFORM_BOOLEAN_7,100,32,15.0,3,,
pMEDICI+,UNIFORM_BOOLEAN_7,0,42,137.0,3,AS_DECLARED,
pMEDICI,UNIFORM_BOOLEAN_7,100,53,162.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_7,0,44,135.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_BOOLEAN_7,100,46,145.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,43,144.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_BOOLEAN_7,100,51,163.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_7,0,43,119.0,3,RANDOM,
pMEDICI,UNIFORM_BOOLEAN_7,100,47,146.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,0,80,119.0,2,,
PICT w SEEDS,UNIFORM_ALL_6,0,80,25.0,3,,
PICT,UNIFORM_ALL_6,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_6,0,467,145.0,3,,
ACTS,UNIFORM_ALL_6,100,467,145.0,3,,
pMEDICI+,UNIFORM_ALL_6,0,610,14522.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_6,100,606,14223.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_6,0,608,14465.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_6,100,601,12807.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_6,0,596,13167.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_6,100,602,13987.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_6,0,603,10925.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,100,603,13315.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,0,80,92.0,2,,
PICT w SEEDS,UNIFORM_ALL_6,0,80,25.0,3,,
PICT,UNIFORM_ALL_6,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_6,0,467,135.0,3,,
ACTS,UNIFORM_ALL_6,100,467,115.0,3,,
pMEDICI+,UNIFORM_ALL_6,0,602,13233.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_6,100,604,15888.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_6,0,612,14402.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_6,100,603,11552.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_6,0,606,14783.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_6,100,607,10781.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_6,0,602,12778.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,100,604,14481.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,0,79,84.0,2,,
PICT w SEEDS,UNIFORM_ALL_6,0,79,24.0,3,,
PICT,UNIFORM_ALL_6,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_6,0,467,129.0,3,,
ACTS,UNIFORM_ALL_6,100,467,100.0,3,,
pMEDICI+,UNIFORM_ALL_6,0,606,15219.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_6,100,608,14275.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_6,0,602,13840.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_6,100,608,14581.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_6,0,607,13311.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_6,100,603,11214.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_6,0,603,12246.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,100,608,12882.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,0,84,87.0,2,,
PICT w SEEDS,UNIFORM_ALL_6,0,82,25.0,3,,
PICT,UNIFORM_ALL_6,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_6,0,467,126.0,3,,
ACTS,UNIFORM_ALL_6,100,467,132.0,3,,
pMEDICI+,UNIFORM_ALL_6,0,601,12746.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_6,100,613,14359.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_6,0,608,14747.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_6,100,603,10719.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_6,0,602,11549.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_6,100,604,11179.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_6,0,612,10495.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,100,604,10815.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,0,80,100.0,2,,
PICT w SEEDS,UNIFORM_ALL_6,0,80,25.0,3,,
PICT,UNIFORM_ALL_6,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_6,0,467,134.0,3,,
ACTS,UNIFORM_ALL_6,100,467,126.0,3,,
pMEDICI+,UNIFORM_ALL_6,0,601,13192.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_6,100,600,12563.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_6,0,605,10471.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_6,100,603,11824.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_6,0,608,14558.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_6,100,611,10964.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_6,0,609,13064.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_6,100,605,11253.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,0,37,26.0,2,,
PICT w SEEDS,UNIFORM_ALL_1,0,21,17.0,3,,
PICT,UNIFORM_ALL_1,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_1,0,31,8.0,3,,
ACTS,UNIFORM_ALL_1,100,31,13.0,3,,
pMEDICI+,UNIFORM_ALL_1,0,46,117.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_1,100,43,116.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_1,0,46,108.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_1,100,43,119.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_1,0,46,106.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_1,100,49,129.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_1,0,45,132.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,100,45,131.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,0,22,23.0,2,,
PICT w SEEDS,UNIFORM_ALL_1,0,22,15.0,3,,
PICT,UNIFORM_ALL_1,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_1,0,31,12.0,3,,
ACTS,UNIFORM_ALL_1,100,31,11.0,3,,
pMEDICI+,UNIFORM_ALL_1,0,46,128.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_1,100,46,132.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_1,0,46,123.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_1,100,45,147.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_1,0,45,150.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_1,100,44,137.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_1,0,47,131.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,100,45,159.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,0,24,24.0,2,,
PICT w SEEDS,UNIFORM_ALL_1,0,24,14.0,3,,
PICT,UNIFORM_ALL_1,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_1,0,31,9.0,3,,
ACTS,UNIFORM_ALL_1,100,31,13.0,3,,
pMEDICI+,UNIFORM_ALL_1,0,43,118.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_1,100,44,148.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_1,0,44,141.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_1,100,54,147.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_1,0,44,146.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_1,100,50,156.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_1,0,42,127.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,100,45,146.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,0,19,21.0,2,,
PICT w SEEDS,UNIFORM_ALL_1,0,19,10.0,3,,
PICT,UNIFORM_ALL_1,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_1,0,31,12.0,3,,
ACTS,UNIFORM_ALL_1,100,31,9.0,3,,
pMEDICI+,UNIFORM_ALL_1,0,40,108.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_1,100,46,129.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_1,0,42,104.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_1,100,46,129.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_1,0,41,108.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_1,100,46,135.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_1,0,40,144.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,100,44,153.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,0,24,24.0,2,,
PICT w SEEDS,UNIFORM_ALL_1,0,23,13.0,3,,
PICT,UNIFORM_ALL_1,100,0,-1.0,3,,
ACTS w SEEDS,UNIFORM_ALL_1,0,31,10.0,3,,
ACTS,UNIFORM_ALL_1,100,31,9.0,3,,
pMEDICI+,UNIFORM_ALL_1,0,46,151.0,3,AS_DECLARED,
pMEDICI,UNIFORM_ALL_1,100,48,119.0,3,AS_DECLARED,
pMEDICI+,UNIFORM_ALL_1,0,44,163.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,UNIFORM_ALL_1,100,47,124.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_ALL_1,0,47,148.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,UNIFORM_ALL_1,100,45,125.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_ALL_1,0,45,162.0,3,RANDOM,
pMEDICI,UNIFORM_ALL_1,100,52,178.0,3,RANDOM,
pMEDICI,MCA_3,0,331,503.0,2,,
PICT w SEEDS,MCA_3,0,331,87.0,3,,
PICT,MCA_3,100,0,-1.0,3,,
ACTS w SEEDS,MCA_3,0,3841,319.0,3,,
ACTS,MCA_3,100,3841,293.0,3,,
pMEDICI+,MCA_3,0,5461,165976.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5452,199039.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5054,168027.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5055,258920.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5915,157758.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5920,190313.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5357,175935.0,3,RANDOM,
pMEDICI,MCA_3,100,5474,194441.0,3,RANDOM,
pMEDICI,MCA_3,0,345,552.0,2,,
PICT w SEEDS,MCA_3,0,345,87.0,3,,
PICT,MCA_3,100,0,-1.0,3,,
ACTS w SEEDS,MCA_3,0,3841,205.0,3,,
ACTS,MCA_3,100,3841,286.0,3,,
pMEDICI+,MCA_3,0,5453,165010.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5467,198241.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5078,180804.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5036,215394.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5912,169503.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5940,187293.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5261,155037.0,3,RANDOM,
pMEDICI,MCA_3,100,5323,195818.0,3,RANDOM,
pMEDICI,MCA_3,0,354,535.0,2,,
PICT w SEEDS,MCA_3,0,354,93.0,3,,
PICT,MCA_3,100,0,-1.0,3,,
ACTS w SEEDS,MCA_3,0,3841,284.0,3,,
ACTS,MCA_3,100,3841,284.0,3,,
pMEDICI+,MCA_3,0,5456,162481.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5447,191081.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5062,160874.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5111,226618.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5961,144544.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5894,188507.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5251,165691.0,3,RANDOM,
pMEDICI,MCA_3,100,5323,220739.0,3,RANDOM,
pMEDICI,MCA_3,0,366,592.0,2,,
PICT w SEEDS,MCA_3,0,366,95.0,3,,
PICT,MCA_3,100,0,-1.0,3,,
ACTS w SEEDS,MCA_3,0,3841,280.0,3,,
ACTS,MCA_3,100,3841,283.0,3,,
pMEDICI+,MCA_3,0,5453,183399.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5474,181339.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5070,178540.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5085,220928.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5930,155313.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5941,172883.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5251,194999.0,3,RANDOM,
pMEDICI,MCA_3,100,5556,203299.0,3,RANDOM,
pMEDICI,MCA_3,0,336,554.0,2,,
PICT w SEEDS,MCA_3,0,336,86.0,3,,
PICT,MCA_3,100,0,-1.0,3,,
ACTS w SEEDS,MCA_3,0,3841,201.0,3,,
ACTS,MCA_3,100,3841,284.0,3,,
pMEDICI+,MCA_3,0,5432,164374.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5465,197853.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5061,182583.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5087,242755.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5925,156098.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5923,189217.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5486,178018.0,3,RANDOM,
pMEDICI,MCA_3,100,5423,199100.0,3,RANDOM,
pMEDICI,BOOLC_1,0,28,70.0,2,,
PICT w SEEDS,BOOLC_1,0,14,11.0,3,,
PICT,BOOLC_1,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,274.0,3,,
ACTS,BOOLC_1,100,29,188.0,3,,
pMEDICI+,BOOLC_1,0,41,64.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,35,64.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,43,48.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,32,70.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,41,51.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,33,71.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,41,59.0,3,RANDOM,
pMEDICI,BOOLC_1,100,35,92.0,3,RANDOM,
pMEDICI,BOOLC_1,0,32,46.0,2,,
PICT w SEEDS,BOOLC_1,0,0,-1.0,3,,
PICT,BOOLC_1,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,104.0,3,,
ACTS,BOOLC_1,100,29,96.0,3,,
pMEDICI+,BOOLC_1,0,43,67.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,36,74.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,42,57.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,34,78.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,44,53.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,36,70.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,47,52.0,3,RANDOM,
pMEDICI,BOOLC_1,100,39,116.0,3,RANDOM,
pMEDICI,BOOLC_1,0,32,52.0,2,,
PICT w SEEDS,BOOLC_1,0,0,-1.0,3,,
PICT,BOOLC_1,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,83.0,3,,
ACTS,BOOLC_1,100,29,76.0,3,,
pMEDICI+,BOOLC_1,0,49,51.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,36,71.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,49,56.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,33,70.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,58,62.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,35,80.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,43,58.0,3,RANDOM,
pMEDICI,BOOLC_1,100,33,69.0,3,RANDOM,
pMEDICI,BOOLC_1,0,27,47.0,2,,
PICT w SEEDS,BOOLC_1,0,0,-1.0,3,,
PICT,BOOLC_1,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,74.0,3,,
